0,1800.84510875,359.697501824
1,1860.41641598,424.538501664
2,1911.24236316,468.390469803
3,2261.77185798,363.860119925
4,1823.98685212,319.609310474
5,2038.15048178,645.516482619
6,2014.31076972,505.668254273
7,2079.40851907,771.485268528
8,1759.06775147,190.478982048
9,1790.55019818,226.329990923
10,2149.37724123,432.744239653
11,2097.38896146,447.337688711
12,2029.70036605,689.471395262
13,2003.75465892,424.804566087
14,2235.84497742,744.613287195
15,2292.77513577,745.624499419
16,2001.47908919,377.108767322
17,2488.79977788,480.536831647
18,2039.75831331,650.161645885
19,2159.2061668,785.945469638
20,2091.58387803,446.064631961
21,2033.27629349,677.431410799
22,1931.82308261,497.925849346
23,2277.2178633,601.012608602
24,1868.0341981,255.220488898
25,1933.59283698,403.428301749
26,1800.05930339,239.558109658
27,1896.63190862,321.950680095
28,1984.46423046,417.848750788
29,2066.71431384,354.922906583
30,2125.63272942,408.862735476
31,2205.06964974,604.586295481
32,1899.37789428,484.101644177
33,2253.25808616,279.169154789
34,1833.27302865,58.467635008
35,1858.93016849,464.555238216
36,2098.30708929,537.798335569
37,2163.78286705,555.422130395
38,2197.60932133,601.754215438
39,1849.23741257,553.461217218
40,2370.3968425,515.356737923
41,2243.44776071,337.783454926
42,2349.9484998,298.600713991
43,2433.68590494,333.147589518
44,2385.2576533,509.314515226
45,2426.65051027,467.95707358
46,2338.44058934,512.37788473
47,2033.95760835,303.175916662
48,2294.85022947,297.415680828
49,2176.62850058,440.482120176
50,2017.51088178,302.636069019
51,2265.67108083,552.352443978
52,2132.30421769,308.537618657
53,2122.08947602,363.642839812
54,1755.63307335,492.059214293
55,2113.06131532,446.544541664
56,2354.38115658,84.0220630488
57,2189.85791948,91.6108297132
58,2413.68909512,320.328335366
59,2154.29100161,388.612086451
60,2544.84155503,479.570984824
61,2191.96639264,482.994046566
62,1716.75186083,611.604453873
63,2698.91149698,236.883282293
64,2441.096376,125.667208965
65,2154.70646275,168.598253019
66,2281.50547913,233.894595599
67,2347.73779953,313.357935108
68,2206.6450253,340.502446734
69,2271.96225469,459.813148481
70,2387.93656176,443.875696452
71,2272.94388485,494.295466792
72,1991.54734121,499.543917512
73,2409.12665793,365.207851302
74,1930.30011768,474.69456717
75,2425.71565367,506.187314162
76,2543.37033256,351.698212464
77,1779.20734975,525.42218936
78,2051.98422382,504.037429813
79,2184.47188187,525.058353206
80,4595.84723901,157.94214215
81,4422.12634533,402.484726157
82,4490.954412,574.788623273
83,4506.5120909,307.177111614
84,4378.97570479,555.465583007
85,4336.82835297,495.423268255
86,4315.88032013,586.979474066
87,4320.36645609,474.627529606
88,4356.68795998,363.215780485
89,4564.60158561,318.507235437
90,4766.26223989,426.112834745
91,4626.07199694,321.665653411
92,4421.52556277,381.751122789
93,4457.72485876,286.283277997
94,4446.47664382,197.888394656
95,4547.15019976,261.442019755
96,4447.73565785,405.598361483
97,4724.69958282,117.609298649
98,4476.40028057,516.702513706
99,4453.46628503,510.135982562
100,4575.45042986,544.350153776
101,4387.41129187,563.744666806
102,4550.9771884,565.942960463
103,5171.33989248,520.579258985
104,4514.92897289,259.330445177
105,4693.82189714,215.598565782
106,4514.92897289,259.330445177
107,4386.91232585,347.949719299
108,4748.36383057,121.592048911
109,4754.45537666,113.575270584
110,4887.97881621,308.068208514
111,5216.77270591,411.780786114
112,4469.38587283,245.329428782
113,4363.75607394,632.054879885
114,4628.89679854,423.096857781
115,4505.39447662,259.161930691
116,4321.88967268,302.833195467
117,4360.65710665,314.213847994
118,4443.12534959,359.164371037
119,4309.24835219,311.201827732
120,4978.60662714,376.071503544
121,4775.23320974,326.124381737
122,5075.3831158,318.737990621
123,5176.76916607,588.017406349
124,5017.95442737,536.829396979
125,5039.23491424,495.310891114
126,4926.47598684,583.654441225
127,5004.22779305,578.426200653
128,4499.22557059,160.9613086
129,4445.19238917,161.093068922
130,4821.33972015,351.238171157
131,4827.99874411,205.257850012
132,5208.12428154,311.641533174
133,4787.44126522,355.370104008
134,4938.80442664,531.653831318
135,5212.6367457,466.507826711
136,4766.12484574,133.995646326
137,5090.09144811,658.022408346
138,5130.01239733,521.100699768
139,5117.40144142,275.673435373
140,5218.97562161,184.230263043
141,5163.41710842,545.645501329
142,5023.97969106,768.834261054
143,5049.35627596,416.730668116
144,5228.47318411,427.774800767
145,4937.80609069,444.881332194
146,5313.6296745,399.216529482
147,5208.12428154,311.641533174
148,5211.91469831,527.918701737
149,5113.05932741,596.759981712
150,5034.26670834,454.389778714
151,5146.14382495,567.72764518
152,5121.58644715,587.764243416
153,5070.47798013,311.868911469
154,4800.33894504,182.179469927
155,4983.02607087,283.572990949
156,5173.50626626,358.245193169
157,5215.55482829,504.319028172
158,2063.20106557,1370.0464279
159,2155.5857917,1314.45870227
160,1813.15558782,1397.33411817
161,2104.33048176,1611.99853602
162,1865.40572398,1411.33425699
163,1822.32534187,1507.94347309
164,2136.76318934,1418.03891912
165,1877.02857743,1715.58577145
166,2151.08365469,1442.01299868
167,1969.83011383,1212.87218293
168,1878.78507411,1227.16206477
169,2174.9869418,1313.45516519
170,1943.23926131,1223.65712603
171,2090.48295342,1403.8795067
172,2202.85442673,1497.59329594
173,2173.02105198,1539.33527118
174,1964.86870421,1379.55447097
175,1802.6380753,1179.28124002
176,1983.82889605,1448.01266491
177,2199.96505183,1087.49250544
178,2262.46439709,1475.11617326
179,2288.52121066,1471.66390144
180,2222.46314718,1562.77774728
181,1769.88196414,1469.94599956
182,1961.64400184,1255.2076303
183,2059.58229806,1086.31998964
184,1771.81872233,1180.11356983
185,2088.91857407,1325.84513055
186,2032.70364087,1472.29276342
187,2284.15796435,1267.29723383
188,2586.47939518,1620.61092411
189,2662.7962966,1496.95156353
190,1717.80749553,1443.26352906
191,1851.33863077,1241.76771244
192,2027.69130404,1210.61163458
193,1937.29380557,1237.66566094
194,1842.81445715,1514.79508878
195,2137.53087627,1441.82717544
196,1950.03987351,1408.53534008
197,1966.05699835,1398.73551856
198,2372.3926511,1284.61096106
199,2615.8509086,1085.04666012
200,2259.80602211,1163.60212876
201,2324.4317695,1573.02092193
202,2182.6576813,1283.63981622
203,1897.53307847,1263.5338032
204,2019.61477914,1502.84967819
205,1907.36890961,1579.89944068
206,2337.08703759,1098.31407285
207,2446.09110131,1188.13451068
208,2014.8942984,1474.53711413
209,2004.09430627,1409.44143857
210,2022.44271367,1672.80359514
211,2325.13956455,1380.60916291
212,2228.50351615,1370.92830798
213,2269.97256264,1614.92599827
214,2427.10999704,1047.54896661
215,2411.68898745,1208.25734057
216,2606.98524897,1119.66144518
217,2549.94563488,1289.83898303
218,2236.85569659,1583.87376115
219,2266.92411171,1504.31258081
220,2170.77888942,1728.55946478
221,2625.49057863,1462.83729417
222,2599.42298208,1301.2376701
223,2416.90666643,1203.08074694
224,2429.38954738,1571.64123509
225,2383.40228734,1406.93245474
226,2549.52821027,1301.68088566
227,2298.20644519,1386.93399139
228,2345.0915982,1261.7814536
229,2256.33655061,1517.82351142
230,2542.06907752,1171.26438857
231,2496.63506733,1274.00977471
232,2561.20050611,1371.75917504
233,2445.36033297,1329.8290921
234,2431.81513458,1338.58993185
235,2274.34911222,1299.4823838
236,2438.68054688,1379.63231711
237,2390.47235609,1640.75201918
238,4605.35286675,1299.50556288
239,4628.39952628,1234.67063025
240,4531.87710837,1351.3009423
241,4341.82065176,1655.40828998
242,4686.72867748,1309.22598285
243,4671.29797484,1353.69233831
244,4928.02820473,1477.11308913
245,4656.12392305,1630.91115433
246,4640.59262368,1306.78348339
247,4412.9310619,1336.58777199
248,4687.49772487,1433.65655408
249,4428.5343904,1172.31109862
250,4643.87352372,1244.410798
251,4683.95164016,1552.67718846
252,4801.75011769,1435.50111884
253,4733.29366476,1559.22633529
254,4693.49918596,1512.18088507
255,4801.96251778,1447.22720997
256,4408.62384631,1158.94679362
257,4657.75025948,1220.88345383
258,4704.74721361,1150.39635723
259,4801.75011769,1435.50111884
260,4694.17710769,1571.25493774
261,4758.53841656,1544.32405694
262,4853.44839514,1207.48810963
263,4666.31304171,1120.94725999
264,4936.43465055,1298.62834753
265,4915.02351634,1510.5126301
266,4901.47131763,1437.02809565
267,4754.59451831,1565.89777649
268,4943.00244312,1523.82896266
269,4741.21769719,1478.98357428
270,4572.08811122,1648.959478
271,4492.42269979,1159.48041894
272,4892.50418154,1361.50271365
273,4778.12073789,1459.49467891
274,4580.43747692,1514.18335311
275,4490.92161079,1524.71692382
276,4567.04986066,1570.71085232
277,4715.90294784,1377.5487141
278,4993.54121796,1241.51873512
279,4901.09210978,1524.95396783
280,5083.3596837,1204.18117892
281,4832.57792697,1447.85424856
282,4887.34601515,1272.1092207
283,4790.22805942,1406.74539831
284,5047.74261968,1352.39552939
285,4821.87220817,1493.42816434
286,5135.10305027,1108.28453622
287,5014.34385585,1379.82105356
288,5181.62936117,1152.85244867
289,4738.33123286,1522.88704949
290,5106.70773941,1427.89312765
291,5086.09576273,1327.42803191
292,5035.2670618,1439.13772757
293,4847.14286954,1641.38886861
294,4775.81567965,1288.80502645
295,5049.86041757,1167.8945094
296,5056.80035096,1440.51824664
297,5095.36773492,1576.81451025
298,5120.54088586,1423.92405995
299,5051.30105647,1392.47885867
300,4960.92181097,1376.05699852
301,4746.03990496,1626.21429249
302,5009.96982258,1432.31491783
303,4914.8914624,1460.97350993
304,4995.64480004,1277.73903043
305,5088.26820442,1341.75707252
306,5074.64566218,1169.38440094
307,5084.15967965,1394.91312572
308,5125.9215683,1340.50347627
309,4851.66582296,1671.85912491
310,5049.86041757,1167.8945094
311,5183.39249951,1160.72734393
312,5059.66537603,1255.80373114
313,4934.81874176,1541.4222357
314,5032.98632631,1316.42637417
315,5039.65562858,1387.98533403
316,5252.31542582,1374.39956913
317,5130.10216104,1398.63944171
318,2546.36357667,1008.50194569
319,2601.91514936,943.749522178
320,2497.34287043,939.840099605
321,1595.63108481,902.349382565
322,2086.15758132,975.686987845
323,2115.20405917,764.217289547
324,1625.5542858,910.333611195
325,2111.95471493,831.113971572
326,1453.44448862,890.257747169
327,1855.87368031,859.711701865
328,2045.52257443,877.554602223
329,2134.66396635,836.657880454
330,1997.26433005,843.54464622
331,2237.87067448,969.908418889
332,1805.45580532,839.312008204
333,2021.65891909,855.711430455
334,1961.53925359,826.681975611
335,2094.71687841,761.287695957
336,2100.3782645,825.962156613
337,2282.27528878,852.30508213
338,2016.6157123,765.472299816
339,2194.98965549,832.619761934
340,2288.70646062,933.268946496
341,2104.38782807,779.794386969
342,2287.74600405,869.572922606
343,2404.02757255,973.487888048
344,2176.6244527,792.446255741
345,2211.085234,800.983162681
346,2389.5271588,922.813778843
347,1986.61169433,917.686940921
348,2405.66212582,836.650483431
349,2404.02757255,973.487888048
350,2374.71912893,894.946381764
351,2600.84296993,782.616946538
352,2847.61509816,1146.03815943
353,2865.27011511,1134.77773509
354,2709.97575734,1459.36774121
355,2751.58334739,1483.1872189
356,2759.56224834,195.663758614
357,2932.18157914,1348.0923858
358,2664.54347312,1208.24675728
359,3132.17051606,1703.50731106
360,2757.66174017,239.746164017
361,2725.98438434,272.654065343
362,2697.80400566,479.712004635
363,2751.33674816,360.523189939
364,2854.85731399,295.166914768
365,2821.86657036,720.849901813
366,2801.12385041,942.430517105
367,2599.15218281,876.991583544
368,2799.21922751,902.822830414
369,3782.98006044,165.109375367
370,4038.53059649,1500.89530892
371,3281.89633857,1562.73425743
372,4170.27024457,1169.21537376
373,3976.96729073,117.139302068
374,3571.32011142,195.811549608
375,2794.04196528,1165.27091229
376,2796.75770019,512.886445814
377,2873.81097691,1279.24434333
378,2903.29131403,1564.25754656
379,2863.60520791,1554.00734348
380,3224.74303278,77.2809271471
381,3456.07580755,1687.61181969
382,2934.72169872,1544.43176174
383,3182.94021519,1651.08044212
384,3007.37702219,141.516504106
385,2860.31397858,140.458902846
386,2839.90402421,623.875441548
387,3188.27056091,117.511017621
388,2777.63212844,515.347772718
389,2693.98150171,760.353108151
390,2739.13597151,870.62152975
391,2876.40872344,939.20170113
392,2601.15432122,901.029024908
393,3609.87597124,120.77925406
394,3845.20442475,1679.80847253
395,3903.04932202,1559.71207754
396,4125.00846776,1145.21897323
397,3869.03482679,118.534349471
398,3647.86519017,182.367214111
399,3765.0571443,148.345822284
400,3945.46289556,1556.6239222
401,4196.15820933,1357.04133131
402,3751.57814619,1667.18388568
403,3728.71291768,135.541561639
404,3982.30110452,161.987421367
405,4137.0075434,849.998537647
406,4151.25981395,1091.77251246
407,4200.32122122,1380.77414216
408,4175.73811016,1140.35311037
409,4193.42371944,1207.56021089
410,4049.82153772,332.639608771
411,4240.67464234,1380.08938177
412,4121.86261529,1626.69827841
413,4194.16236276,1450.70030943
414,4194.92987596,343.944058832
415,4135.70714466,429.621440941
416,4170.32077316,547.077826023
417,4044.76312638,151.636516229
418,4055.93816327,823.912332869
419,4173.05638346,394.088526604
420,4193.72684346,1071.32837951
421,4300.70081757,887.393223439
422,4325.56811021,920.270775266
423,4434.84862063,1004.68793712
424,4179.86455851,1123.60916646
425,4245.91144515,1381.38127301
426,4250.50947335,1440.24528004
427,4263.95590503,1409.96626335
428,4250.85981792,129.875261435
429,4178.26757162,1352.21648911
430,4165.56635707,1287.52044545
431,4136.92247885,1337.85723069
432,4098.15440291,221.016436881
433,4097.53055513,279.636051348
434,4217.08638567,403.50610069
435,4158.18324657,338.66826187
436,4226.80336633,1046.28026634
437,4185.35649875,655.804442499
438,4259.40054503,884.999463365
439,4215.72333565,894.940970487
440,4271.90607714,1298.25163042
441,4166.54766729,1033.40627843
442,4262.432429,1505.12461803
443,4256.5116772,1170.61068975
444,4285.28530771,1150.00144437
445,4137.97732692,459.453685479
446,4222.40257277,1229.06373868
447,3984.39904342,1621.15537921
448,4123.81796292,1309.78111143
449,4148.18762114,466.366613206
450,4198.81586673,717.397092312
451,4197.13593965,644.64296112
452,4090.4543421,381.517985533
453,4171.42650436,590.784884477
454,4265.52630058,869.854760567
455,4526.46384316,983.613000828
456,4476.15940835,965.323812406
457,4217.4397524,858.634375951
458,2876.04930412,900.334297632
459,2866.09056301,1141.98525746
460,2844.19880747,1199.67360022
461,2873.37848715,1318.47521363
462,2843.88376328,1293.09788553
463,3281.24499099,115.767889215
464,2944.8018967,1625.80975426
465,3207.82684949,1715.50796051
466,3589.76808985,1612.10687977
467,3102.06730325,223.301309688
468,3174.01971908,193.499038867
469,3025.49050996,350.200488202
470,3122.29093641,87.8312641128
471,2909.0317605,414.192851626
472,2792.6585503,400.653076709
473,2828.55864713,634.057893513
474,2752.60025936,958.385907077
475,2803.1292835,817.825961582
476,3094.66133491,125.655797698
477,3197.90259276,1709.44916004
478,3372.06517162,1610.56652278
479,3073.93122079,1656.6609315
480,2966.67568374,145.805083465
481,3054.02988739,246.338980048
482,3157.84696731,227.06043394
483,3337.62211077,1607.23344592
484,3312.38977533,1637.65526789
485,3531.66197192,1615.94304435
486,3067.68701074,172.7199625
487,3052.42550168,238.18449024
488,3607.43685985,204.301034895
489,3827.44101038,1524.57888729
490,3277.81122484,1549.4637996
